taxon,isocode,glottocode,xd_ids,soc_ids
RAUTE,,raut1239,,
KINNAURI,,kinn1249,,
RONGPO,,rong1264,,
CHAUDANGSI,,chau1259,,
BYANSI,,byan1241,,
DARMIYA,,darm1243,,
KAIKE,,kaik1246,,
TAMANG,,east2347,,
MANANGE,,mana1288,,
CHANTYAL,,chan1310,,
MARPHATAN_THAKALI,,thak1245,,
THAKALI,,thak1245,,
GHACHOK,,guru1261,,
GURUNG,,guru1261,,
GURUNG_WESTERN,,guru1261,,
TSHANGLA,,tsha1245,,
DAKPAKHA,,dakp1242,,
BUMTHANGKHA,,bumt1240,,
RANG_PAS,,tibe1272,xd656,Ee4
SPITI_BHOTI,,spit1240,,
JIREL,,jire1238,,
SHERPA,,sher1255,xd658,Ee6
LOWA,,lowa1242,,
KYIRONG,,kyer1238,,
MAQU_TIBETAN,,amdo1237,,
RGYALTHANG,,kham1282,,
SOUTHERN_BAIMA,,baim1244,,
NORTHERN_BAIMA,,baim1244,,
WUJIAO_BAIMA,,baim1244,,
DZONGKHA,,dzon1239,,
TIBETAN_CENTRAL,,tibe1272,xd656,Ee4
LHASA_TIBETAN,,tibe1272,xd656,Ee4
TIBETAN_LHASA,,tibe1272,xd656,Ee4
TIBETAN_WRITTEN,,tibe1272,xd656,Ee4
PURIK,,puri1258,,
WESTERN_BALTI,,balt1258,,
EASTERN_BALTI,,balt1258,,
CHORBAT_BALTI,,balt1258,,
KHARMANG_BALTI,,balt1258,,
KARGIL_BALTI,,balt1258,,
KHAPALU_BALTI,,balt1258,,
SKARDU_BALTI,,balt1258,,
RONDU_BALTI,,balt1258,,
SHIGAR_BALTI,,balt1258,,
DAMAL_2,,dama1272,,
SUMERIAN,,sume1241,,
KUNZA,,kunz1244,,
RANQUELCHE,,mapu1245,,
MAPUDUNGUN,,mapu1245,,
MAPUDUNGUN_2,,mapu1245,,
MAPUDUNGUN_3,,mapu1245,,
TARASCAN,,pure1242,xd1307,Nj8
PURHEPECHA_2,,pure1242,xd1307,Nj8
PUREPECHA,,pure1242,xd1307,Nj8
PURHEPECHA,,pure1242,xd1307,Nj8
WASHO,,wash1253,xd1196,"B225, Nd6, WNAI119"
KUSUNDA,,kusu1250,,
BATS,,bats1242,,
AKKIN_CHECHEN,,chec1245,,
CHECHEN,,chec1245,,
INGUSH,,ingu1240,,
LAK,,lakk1252,,
KUBACHI_DARGI,,darg1241,,
DARGWA,,darg1241,,
MUIRI_DARGI,,darg1241,,
KAJTAK_DARGI,,darg1241,,
XAJDAK_DARGI,,darg1241,,
ICARI_DARGI,,darg1241,,
SANZHI_DARGI,,darg1241,,
KHINALUG,,khin1240,,
UDI,,udii1243,,
ARCHI,,arch1244,,
ARCHI_2,,arch1244,,
BUDUKH,,budu1248,,
KRYZ,,kryt1240,,
RUTUL,,rutu1240,,
TSAKHUR,,tsak1249,,
AGUL,,aghu1253,,
NORTHERN_TABASSARAN,,taba1259,,
TABASARAN,,taba1259,,
MIKRAKH_LEZGI,,lezg1247,,
KUBA_LEZGI,,lezg1247,,
LEZGI,,lezg1247,,
TOKITIN_KARATA,,kara1474,,
AKHVAKH,,akhv1239,,
NORTHERN_AKHVAKH,,akhv1239,,
SOUTHERN_AKHVAKH,,akhv1239,,
ANDI,,andi1255,,
ANDI_MUNI,,andi1255,,
KARATA,,kara1474,,
BAGWALAL,,bagv1239,,
TINDI,,tind1238,,
CHAMALAL,,cham1309,,
BOTLIKH,,botl1242,,
GODOBERI,,ghod1238,,
HUNZIB,,hunz1247,,
BEZHTA,,bezh1248,,
BEZHTA_2,,bezh1248,,
INKHOKWARI,,khva1239,,
KHWARSHI,,khva1239,,
SAGADIN_TSEZ,,dido1241,,
MOKOK_TSEZ,,dido1241,,
HINUKH,,hinu1240,,
TSEZ,,dido1241,,
AVAR_KUSUR,,avar1256,,
AVAR_ZAKATALY,,avar1256,,
AVAR_ANTSUKH,,avar1256,,
AVAR_KARAKH,,avar1256,,
AVAR,,avar1256,,
AVAR_HID,,avar1256,,
AVAR_BATLUKH,,avar1256,,
AVAR_ANDALAL,,avar1256,,
BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
CENTRAL_YASIN_BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
MURTAZABAD_HUNZA_BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
HAIDERABAD_HUNZA_BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
NAZIMABAD_HUNZA_BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
UYUM_NAGAR_BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
HOPER_NAGAR_BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
GANISH_HUNZA_BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
HUSSAINABAD_HUNZA_BURUSHASKI,,buru1296,xd654,"Ee2, SCCS64"
KOREAN,,kore1280,,
MOCHICA,,moch1259,,
KARAGASSISCH,,mato1250,,
MATORISCH,,mato1250,,
SELKUP,,selk1253,xd619,Ec11
NENETS,,nene1249,xd632,"Ec4, SCCS53"
KHANTY,,khan1273,xd618,Ec10
MANSI,,mans1258,xd623,ec15
ERZYA,,erzy1239,xd552,ch15
MOKSCHA_MORDWINISCH,,moks1248,,
KILDIN_SAAMI,,kild1236,,
INARI_SAAMI,,inar1241,,
SKOLT_SAAMI,,skol1241,,
SOUTH_SAAMI,,sout2674,,
LULE_SAAMI,,lule1254,,
NORTH_SAAMI,,nort2671,xd544,"Cg4, SCCS52"
TSCHEREMISSISCH_KOZMODEMJANSK,,west2392,,
MEADOW_MARI,,east2328,xd568,Ch4
TSCHEREMISSISCH_URZUM,,east2328,xd568,Ch4
CSANGO,,hung1274,xd572,Ch8
HUNGARIAN,,hung1274,xd572,Ch8
UDMURT,,udmu1245,,
KOMI_PERMYAK,,komi1269,,
KOMI_ZYRIAN,,komi1268,,
FINNISH,,finn1318,,
INGRIAN,,ingr1248,xd555,ch18
ESTONIAN,,esto1258,xd553,ch16
LIVE,,livv1244,xd562,ch24
VEPS,,veps1250,xd565,ch27
VOTIC,,voti1245,xd566,ch28
ESTONIAN_VORO,,sout2679,,
KARELIAN,,kare1335,,
YUKAGHIR_TUNDRA,,nort2745,xd634,"B26, Ec6, SCCS120"
KOLYMA_YUKAGIR,,sout2750,,
CHUVASH,,chuv1255,xd551,ch14
DOLGAN,,dolg1241,,
SAKHA,,yaku1245,xd628,Ec2
TOFA,,kara1462,,
TUVAN,,tuvi1240,,
ALTAI,,sout2694,,
MIDDLE_CHULYM,,chul1246,,
KHAKAS,,khak1248,,
SHOR,,shor1247,,
KHALAJ_IRAN,,turk1303,,
ILI_TURKI,,ilit1241,,
CHAGATAI,,chag1247,,
UYGHUR,,uigh1240,,
UZBEK,,nort2690,xd616,Eb8
NOGAI,,noga1249,,
KYRGYZ,,kirg1245,,
KAZAKH,,kaza1248,xd609,"Eb1, SCCS65"
KARAKALPAK,,kara1467,,
BASHKIR,,bash1264,xd549,ch12
TATAR,,tata1255,,
MISHER_TATAR,,tata1255,,
KAZAN_TATAR,,tata1255,,
KUMYK,,kumy1244,xd579,Ci3
KARAIM,,kara1464,xd560,ch22
KARACHAY_BALKAR,,kara1465,,
CRIMEAN_TATAR,,crim1257,,
CRIMEAN_TURKISH,,crim1257,,
SALAR,,sala1264,,
SALAR_2,,sala1264,,
AZERBAIJANI_SOUTHERN,,sout2697,,
GAGAUZ,,gaga1249,xd554,ch17
TURKISH,,nucl1301,xd581,"Ci5, SCCS47"
TURKISH_2,,nucl1301,xd581,"Ci5, SCCS47"
AZERBAIJANI_NORTH_2,,nort2697,,
AZERBAIJANI_NORTH,,nort2697,,
TEREKEME_AZERI,,nort2697,,
TURKMEN_2,,turk1304,xd613,Eb5
TURKMEN,,turk1304,xd613,Eb5
DARA_GAZ_KHORASANI_2,,khor1269,,
SHURAK_KHORASANI,,khor1269,,
DOUGHAI_KHORASANI,,khor1269,,
QUCHAN_KHORASANI,,khor1269,,
ASADLI_KHORASANI,,khor1269,,
SHIRWAN_KHORASANI,,khor1269,,
ZEYARAT_KHORASANI,,khor1269,,
DARA_GAZ_KHORASANI_1,,khor1269,,
SHEYH_TEYMUR_KHORASANI,,khor1269,,
LOTF_ABAD_KHORASANI,,khor1269,,
MARESHK_KHORASANI,,khor1269,,
JONK_KHORASANI,,khor1269,,
GUJGI_KHORASANI,,khor1269,,
CHARAM_SARJAM_KHORASANI,,khor1269,,
QARA_BAGH_KHORASANI,,khor1269,,
LANGAR_KHORASANI,,khor1269,,
RUH_ABAD_KHORASANI,,khor1269,,
PIR_KOMAJ_KHORASANI,,khor1269,,
HARW_E_OLYA_KHORASANI,,khor1269,,
JOGHATAY_KHORASANI,,khor1269,,
HOKM_ABAD_KHORASANI,,khor1269,,
SOLTAN_ABAD_KHORASANI,,khor1269,,
TAIAP,,taia1239,,
TAYAP,,taia1239,,
KIOWA,,kiow1266,xd1216,"B243, Ne17"
TIWA_SOUTHERN,,sout2961,xd1260,"Nh10, WNAI171"
TIWA_NORTHERN_PICURIS,,nort1550,,
TIWA_NORTHERN_TAOS,,nort1550,,
JEMEZ,,jeme1245,xd1284,"Nh8, WNAI172"
TEWA_ARIZONA,,tewa1260,,
TEWA_SAN_JUAN_PUEBLO,,tewa1260,,
TEWA_SANTA_CLARA,,tewa1260,,
PUQUINA,,puqu1242,,
MICHIF,,mich1243,,
INNER_MBUGU_BUMBULI,,mbug1240,,
NORMAL_MBUGU,,mbug1240,,
NORTHWESTERN_KOLAMI,,nort2699,,
PARJI,,duru1236,,
BRAHUI,,brah1256,,
KUMARBHAG_PAHARIA,,kuma1274,,
SAURIA_PAHARIA,,saur1249,,
KURUKH,,kuru1302,xd668,Ef6
KURUX_NEPALI,,nepa1253,,
TELUGU,,telu1262,xd673,Eg10
TELUGU_2,,telu1262,xd673,Eg10
KUI,,kuii1252,xd675,Eg12
KUVI,,kuvi1243,,
MANDA_INDIA,,mand1413,,
PENGO,,peng1244,,
SOUTH_BASTAR_GONDI,,dand1238,,
DORLI_GONDI,,koya1251,xd674,Eg11
ABUJHMARIA,,mari1414,xd679,"Eg3, SCCS60"
HILL_MARIA_GONDI,,mari1414,xd679,"Eg3, SCCS60"
SOUTH_EASTERN_GONDI,,,,
SOUTHERN_GONDI_2,,,,
ADILABAD_GONDI,,,,
SOUTHERN_GONDI,,,,
NORTH_BASTAR_GONDI,,,,
WESTERN_GONDI,,nort2702,,
NORTHERN_GONDI,,nort2702,,
KORAGA_KORRA,,korr1238,,
TULU,,tulu1258,,
BADAGA,,bada1257,,
KANNADA,,nucl1305,,
RAVULA,,ravu1237,,
BETTA_KURUMBA,,bett1235,,
KURUMBA_ALU,,aluk1238,,
TODA,,toda1252,xd680,"Eg4, SCCS61"
IRULA,,irul1243,,
OLD_TAMIL,,oldt1248,,
TAMIL,,tami1289,xd678,Eg2
MALAYALAM,,mala1464,xd682,Eg6
PALIYAN,,pali1274,xd910,B17
ULLATAN,,ulla1237,,
KARIRI,,kari1255,,
ILLYRIAN,,illy1234,,
MOGHOL,,mogh1245,xd606,Ea7
TACHENG_DAGUR,,daur1238,xd612,Eb4
DAUR,,daur1238,xd612,Eb4
SHIRA_YUGUR,,east2337,,
MONGUOR,,tuuu1240,xd610,Eb2
BONAN,,bona1250,,
KANGJIA,,kang1281,,
SANTA_MONGOLIAN,,dong1285,,
KHAMNIGAN_MONGOL,,,,
KALMYK,,kalm1243,xd574,Ci1
BURIAT_MONGOLIA,,mong1330,,
BURIAT_RUSSIA,,russ1264,xd614,Eb6
KALAQIN,,peri1253,xd615,Eb7
MONGOLIAN,,halh1238,xd611,"Eb3, SCCS66"
OROCHI,,oroc1248,xd629,ec20
UDEHE,,udih1248,xd630,ec21
HEZHE,,nana1257,xd637,Ec9
NANAI_CHINA,,nana1257,xd637,Ec9
NAYKHIN_NANAI,,nana1257,xd637,Ec9
NANAI,,nana1257,xd637,Ec9
UILTA,,orok1265,xd627,ec19
ULCHA,,ulch1241,xd626,ec18
JURCHEN,,jurc1239,,
SIBE_MANCHU,,xibe1242,,
XIBE,,xibe1242,,
AIHUI_MANCHU,,manc1252,xd646,"Ed3, SCCS115"
MANCHU_2,,manc1252,xd646,"Ed3, SCCS115"
MANCHU,,manc1252,xd646,"Ed3, SCCS115"
MANCHU_3,,manc1252,xd646,"Ed3, SCCS115"
EWEN,,even1260,,
EVEN,,even1260,,
KUR_URMI,,even1259,xd624,ec16
EWENKI_2,,even1259,xd624,ec16
NEGIDAL,,negi1245,xd625,ec17
NEGIDAL_VERCHOVSKI,,negi1245,xd625,ec17
OROQEN,,oroq1238,xd915,B23
SOLON,,even1259,xd624,ec16
EWENKI_1,,even1259,xd624,ec16
EVENKI_POLIGUS_LITERARY,,even1259,xd624,ec16
ETRUSCAN,,etru1241,,
N_ITELMEN,,itel1242,xd621,ec13
S_ITELMEN,,itel1242,xd621,ec13
ALUTOR,,alut1245,,
CHUKCHEE,,chuk1273,xd631,"Ec3, SCCS121"
KORYAK,,kory1246,xd633,Ec5
WELSH,,wels1247,,
BRETON,,bret1244,,
CORNISH,,corn1251,,
GAELIC_SCOTTISH,,scot1245,,
MANX,,manx1243,,
IRISH_GAELIC,,iris1253,xd543,"Cg3, SCCS51"
OLD_IRISH,,oldi1245,,
ALBANIAN_GHEG,,gheg1238,xd528,"Ce1, SCCS48"
ALBANIAN,,tosk1239,,
ALBANIAN_TOSK,,tosk1239,,
LATIN,,lati1261,xd530,"Ce3, SCCS49"
VLACH,,arom1237,,
TURIA_AROMANIAN,,arom1237,,
ROMANIAN_MEGLENO,,megl1237,,
ROMANIAN,,roma1327,,
ROMANIAN_2,,roma1327,,
CORSICAN,,cors1241,,
SARDINIAN_CAMPIDANESE,,camp1261,,
SARDINIAN,,,,
SARDINIAN_LOGUDARESE,,logu1236,,
DALMATIAN,,dalm1243,,
SICILIAN_UnnamedInSource,,sici1248,,
ITALIAN_GROSSETO_TUSCAN,,ital1282,,
NEAPOLITAN_CALABRESE,,neap1235,xd532,Ce5
ITALIAN,,ital1282,,
ARAGONESE,,arag1245,,
VALENCIAN,,stan1289,,
BALEAR_CATALAN,,stan1289,,
CATALAN,,stan1289,,
CATALAN_2,,stan1289,,
GASCON,,occi1239,,
LANGUEDOCIEN,,occi1239,,
OCCITAN_ARANESE,,occi1239,,
GALICIAN,,gali1258,,
PORTUGUESE,,port1283,,
ASTURIAN,,astu1245,,
SPANISH,,stan1288,xd533,Ce6
JUDEO_ESPAGNOL,,ladi1251,,
EMILIANO_FERRARESE,,emil1241,,
ROMAGNOL_RAVENNATE,,roma1328,,
EMILIANO_CARPIGIANO,,emil1241,,
EMILIANO_REGGIANO,,emil1241,,
LIGURIAN_RAPALLO,,ligu1248,,
LIGURIAN_STELLA,,ligu1248,,
LIGURIAN_GENOESE,,ligu1248,,
PIEMONTESE_VERCELLESE,,piem1238,,
LOMBARD_PLESIO,,lomb1257,,
LOMBARD_BERGAMO,,lomb1257,,
PIEMONTESE_BARBANIA,,piem1238,,
PIEMONTESE_CARMAGNOLA,,piem1238,,
PIEMONTESE_LANZO_TORINESE,,piem1238,,
FRIULIAN,,friu1240,,
NONES,,ladi1250,,
NONES_FASSANO,,ladi1250,,
NONES_GARDENESE,,ladi1250,,
ARPITAN,,fran1260,,
FRENCH,,stan1290,,
ROMANSH_SURSILVAN,,roma1326,,
ROMANSH_VALLADER,,roma1326,,
ROMANSH_GRISHUN,,roma1326,,
ROMANSH_SURMIRAN,,roma1326,,
OLD_PRUSSIAN,,prus1238,,
LATVIAN,,stan1325,,
LITHUANIAN,,lith1251,xd573,Ch9
SLOVENIAN,,slov1268,,
BOSNIAN,,bosn1245,,
CROATIAN,,croa1245,,
SERBOCROATIAN,,serb1264,xd546,Ch1
OLD_CHURCH_SLAVONIC,,chur1257,,
BULGARIAN,,bulg1262,xd569,Ch5
MACEDONIAN,,mace1250,,
NASHTA,,mace1250,,
UKRAINIAN,,ukra1253,,
BELARUSIAN,,bela1254,xd570,Ch6
NINILCHIK_RUSSIAN,,russ1263,xd548,"Ch11, SCCS54"
RUSSIAN,,russ1263,xd548,"Ch11, SCCS54"
SLOVAK,,slov1269,,
CZECH,,czec1258,xd567,Ch3
KASHUBIAN,,kash1274,,
POLISH,,poli1260,,
UPPER_SORBIAN,,uppe1395,,
LOWER_SORBIAN,,lowe1385,,
LOWER_SORBIAN_2,,lowe1385,,
GREEK_ANCIENT,,anci1242,,
GREEK,,mode1248,xd534,Ce7
HITTITE,,hitt1242,,
PALAIC,,pala1331,,
TOCHARIAN_A,,tokh1242,,
COMMON_TOCHARIAN,,,,
TOCHARIAN_B,,tokh1243,,
GOTHIC,,goth1244,,
DANISH,,dani1285,,
JAMTLANDIC,,swed1254,,
SWEDISH,,swed1254,,
OLD_NORSE,,oldn1244,,
FAROESE,,faro1244,,
ICELANDIC,,icel1247,xd542,Cg2
NORWEGIAN_NYNORSK_TOTEN,,norw1258,,
NORWEGIAN_BOKMAAL,,norw1258,,
NORWEGIAN_RIKSMAL,,norw1258,,
GJESTAL_NORWEGIAN,,norw1258,,
SANDNES_NORWEGIAN,,norw1258,,
OLD_ENGLISH,,olde1238,,
ENGLISH,,stan1293,"xd536, xd538","Cf1, Cf3"
SCOTS,,scot1243,,
FRISIAN_WESTERN,,west2354,,
NORTH_FRISIAN_AMRUM,,nort2626,,
OLD_FRISIAN,,oldf1241,,
OLD_SAXON,,olds1250,,
PLAUTDIETSCH,,plau1238,,
EASTERN_FRISIAN,,east2288,,
STELLINGWERFS,,stel1238,,
NORTHERN_LOW_SAXON,,nort2627,,
OLD_LOW_FRANCONIAN,,,,
OLD_HIGH_GERMAN,,oldh1241,,
YIDDISH_EASTERN,,east2295,,
YIDDISH_WESTERN,,west2361,,
CIMBRIAN,,cimb1238,,
ALSATIAN,,swis1247,,
BERNESE_GERMAN,,swis1247,,
SWABIAN,,swab1242,,
LIMBURGISH,,limb1263,,
LUXEMBOURGISH,,luxe1241,,
SAXON_UPPER,,uppe1400,,
STANDARD_GERMAN,,stan1295,,
AFRIKAANS,,afri1274,xd537,Cf2
DUTCH,,dutc1256,xd541,Cg1
BRABANTIC,,dutc1256,xd541,Cg1
ZEEUWS,,zeeu1238,,
FRANS_VLAAMS,,vlaa1240,,
WESTVLAAMS,,vlaa1240,,
ARMENIAN_CLASSICAL,,clas1249,,
EASTERN_ARMENIAN,,nucl1235,xd575,"Ci10, SCCS56"
WESTERN_ARMENIAN,,nucl1235,xd575,"Ci10, SCCS56"
OLD_PERSIAN,,oldp1254,,
JUDEO_TAT,,jude1256,,
JUDEO_TAT_2,,jude1256,,
PERSIAN,,west2369,,
EASTERN_FARSI,,dari1249,,
TAJIK,,taji1245,,
BALOCHI_EASTERN,,east2304,xd597,Ea10
BALOCHI_WESTERN,,west2368,,
GURANI,,gura1251,,
KIRMANJKI,,kirm1248,,
KURDISH_CENTRAL,,cent1972,xd576,"Ci11, SCCS57"
KURDISH_KURMANJI,,nort2641,,
MEYMAI,,khun1255,,
NATANZI,,nata1252,,
TALYSH,,taly1247,,
VAFSI,,vafs1240,,
GILAKI,,gila1241,,
SHAHMIRZADI,,shah1253,,
SORKHEI,,sork1239,,
SANGISARI,,sang1315,,
LASGERDI,,lasg1238,,
SEMNANI,,semn1249,,
YAGHNOBI,,yagn1238,,
AVESTAN,,aves1237,,
AVESTAN_2,,aves1237,,
DIGOR_OSSETIAN,,osse1243,xd582,Ci6
IRON_OSSETIAN,,osse1243,xd582,Ci6
SARIKOLI,,sari1246,,
SHUGHNI,,shug1248,,
MUNJANI,,munj1244,,
YIDGHA,,yidg1240,,
ISHKOMAN_WAKHI,,wakh1245,,
YASIN_WAKHI,,wakh1245,,
CHAPURSAN_WAKHI,,wakh1245,,
CENTRAL_GOJAL_WAKHI,,wakh1245,,
SHIMSAL_WAKHI,,wakh1245,,
ORMURI,,ormu1247,,
PARACHI,,para1299,,
WANECI,,wane1241,,
KANDAHAR_PASHTO,,sout2649,,
PISHIN_PASHTO,,sout2649,,
QUETTA_PASHTO,,sout2649,,
CHAMAN_PASHTO,,sout2649,,
PASHIN_KAKARI_PASHTO,,sout2649,,
NINGRAHAR_PASHTO,,nort2646,,
HANGU_PASHTO,,nort2646,,
SHINWARI_PASHTO,,nort2646,,
PARACHINAR_PASHTO,,nort2646,,
ZAKHA_KHEL_AFRIDI_PASHTO,,nort2646,,
THAL_PASHTO,,nort2646,,
JAMRUD_AFRIDI_PASHTO,,nort2646,,
TIRAH_AFRIDI_PASHTO,,nort2646,,
LAKKI_MARWAT_PASHTO,,cent1973,,
KARAK_PASHTO,,cent1973,,
BANNU_PASHTO,,cent1973,,
WANA_PASHTO,,cent1973,,
MIRAN_SHAH_PASHTO,,cent1973,,
BAR_PASHTO,,nort2646,,
MALLAGORI_PASHTO,,nort2646,,
MOHMAND_PASHTO,,nort2646,,
MARDAN_PASHTO,,nort2646,,
DIR_PASHTO,,nort2646,,
BAJAUR_PASHTO,,nort2646,,
MINGORA_PASHTO,,nort2646,,
MADYAN_PASHTO,,nort2646,,
OGHI_PASHTO,,nort2646,,
BAFFA_PASHTO,,nort2646,,
BATAGRAM_PASHTO,,nort2646,,
SWABI_PASHTO,,nort2646,,
CHERAT_PASHTO,,nort2646,,
JALLOZAI_PASHTO,,nort2646,,
PESHAWAR_PASHTO,,nort2646,,
NORTHERN_PASHTO,,nort2646,,
CHARSADDA_PASHTO,,nort2646,,
EASTERN_KATIVIRI,,kati1270,,
SHEKHANI,,kamv1242,xd604,Ea5
MALDIVIAN,,dhiv1236,,
SINHALA,,sinh1246,xd692,Eh6
VEDDA,,vedd1240,xd690,"B10, Eh4, SCCS80"
SANSKRIT,,sans1269,xd665,Ef3
ORIYA,,oriy1255,xd683,Eg7
ASSAMESE,,assa1263,,
RAJBANSHI,,rajb1243,,
BENGALI,,beng1280,xd664,Ef2
CHAKMA_UnnamedInSource,,chak1266,xd697,Ei10
KUMAUNI,,kuma1273,,
NEPALI,,nepa1254,,
JAUNSARI,,jaun1243,,
PAHARI_MAHASU,,maha1287,xd669,Ef7
MANDEALI,,mand1409,,
PANGWALI,,pang1282,,
BHADRAWAHI,,bhad1241,,
CHURAHI,,chur1258,,
BHATTIYALI,,bhat1263,,
CHAMBEALI,,cham1307,,
PALI,,pali1273,,
MAITHILI,,mait1250,xd662,Ef10
SADRI,,sadr1248,,
BHOIPURI,,bhoj1244,xd663,"Ef11, SCCS63"
BHOJPURI,,bhoj1244,xd663,"Ef11, SCCS63"
DARAI,,dara1250,,
DANUWAR,,dhan1265,,
DARAI_2,,dara1250,,
RANA,,rana1246,,
CHITWAN,,chit1274,,
MORANG,,koch1247,,
DANG,,dang1260,,
KONKANI,,konk1267,,
MARATHI,,mara1378,,
DOMARI,,doma1258,,
NAWAR_ZUTT,,doma1258,,
DOMAAKI,,doma1260,,
GREEK_ROMANY,,balk1252,,
SOFIA_ERLI_ROMANI,,balk1252,,
BUGURDZI_ROMANI,,balk1252,,
GURBET_ROMANI,,vlax1238,,
MACEDONIAN_DZAMBAZI_ROMANIAN,,vlax1238,,
LOVARA_ROMANI,,vlax1238,,
VLAX_ROMANI,,vlax1238,,
SEPECIDES_ROMANI,,balk1252,,
CRIMEAN_ROMANI,,balk1252,,
URSARI_ROMANI,,balk1252,,
KOSOVO_ARLI_ROMANI,,balk1252,,
MACEDONIAN_ARLI_ROMANI,,balk1252,,
BANATISKI_GURBET_ROMANI,,vlax1238,,
SREMSKI_GURBET_ROMANI,,vlax1238,,
EAST_SLOVAK_ROMANI,,carp1235,,
FINNISH_ROMANI,,kalo1256,,
DOLENJSKI_ROMANI,,sint1235,,
SINTI_ROMANI,,sint1235,,
GURVARI_ROMANI,,carp1235,,
HUNGARIAN_VEND_ROMANI,,carp1235,,
ROMUNGRO_ROMANI,,carp1235,,
SELICE_ROMANI,,carp1235,,
BURGENLAND_ROMANI,,carp1235,,
WELSH_ROMANI,,wels1246,,
LATVIAN_ROMANI,,balt1257,,
LITHUANIAN_ROMANI,,balt1257,,
NORTH_RUSSIAN_ROMANI,,balt1257,,
BUNDELI,,bund1253,,
HARYANVI,,hary1238,,
HINDI,,hind1269,,
URDU,,urdu1245,,
VAAGRI_BOLI,,vaag1238,,
GUJARATI,,guja1252,xd671,Ef9
SAURASHTRA,,saur1248,,
HADOTI,,hado1235,,
LAMANI,,lamb1269,,
MARWARI,,marw1260,,
AGRA_GUJARI,,guja1253,,
KAGHAN_GUJARI,,guja1253,,
MENDHAR_GUJARI,,guja1253,,
CENTRAL_AZAD_KASHMIR_GUJARI,,guja1253,,
SOUTHERN_HAZARA_GUJARI,,guja1253,,
SOUTHERN_AZAD_KASHMIR_GUJARI,,guja1253,,
NORTHERN_AZAD_KASHMIR_GUJARI,,guja1253,,
GILGIT_GUJARI,,guja1253,,
SETTLED_SWAT_GUJARI,,guja1253,,
TRANSHUMANT_SWAT_GUJARI,,guja1253,,
CHITRAL_GUJARI,,guja1253,,
DIR_GUJARI,,guja1253,,
KUNAR_GUJARI,,guja1253,,
PUNJABI_MAJHI,,panj1256,,
SANSI,,sans1271,,
PAHARI_POTWARI,,paha1251,,
WESTERN_PANJABI_SHAHPUR,,west2386,xd600,"Ea13, SCCS59"
SERAIKI,,sera1259,,
TALAGANG_HINDKO,,sout2668,,
ATTOCK_CITY_HINDKO,,sout2668,,
ATTOCK,,sout2668,,
JAMMUN,,nort2662,,
PAKHA_GOLAM_HINDKO,,sout2668,,
WAD_PAGGA_HINDKO,,sout2668,,
KOHAT_CITY_HINDKO,,sout2668,,
BALAKOT_HINDKO,,nort2662,,
SHERPUR_HINDKO,,nort2662,,
SINGO_DI_GARHI_HINDKO,,nort2662,,
PESHAWAR_CITY_HINDKO,,sout2668,,
MANSEHRA_HINDKO,,nort2662,,
KASHMIRI,,kash1277,xd670,Ef8
DAMELI,,dame1241,,
DAMELI_2,,dame1241,,
GAWAR_BATI,,gawa1247,,
ZUGUNUK_KALASHA,,kala1372,,
GURU_KALASHA,,kala1372,,
KRAKAL_KALASHA,,kala1372,,
CHATORKHAND_KHOWAR,,khow1242,,
GARAM_CHISHMA_KHOWAR,,khow1242,,
KESU_KHOWAR,,khow1242,,
ODIR_KHOWAR,,khow1242,,
USHU_KHOWAR,,khow1242,,
PARGAM_NISAR_KHOWAR,,khow1242,,
INDUS_KOHISTANI,,indu1241,xd603,Ea4
KOHISTANI_INDUS,,indu1241,xd603,Ea4
KALAMI,,kala1373,,
TORWALI,,torw1241,,
SAVI,,savi1242,,
KALKOTI,,kalk1245,,
PURIGAL_PHALURA,,phal1254,,
BIORI_PHALURA,,phal1254,,
ASHRET_PHALURA,,phal1254,,
USHOJO,,usho1238,,
SHINA_2,,shin1264,xd657,Ee5
SHINA_GURESI,,shin1264,xd657,Ee5
SHINA_KOHISTANI,,shin1264,xd657,Ee5
BUNJI_SHINA,,shin1264,xd657,Ee5
GOHARABAD_SHINA,,shin1264,xd657,Ee5
SAZIN_SHINA,,shin1264,xd657,Ee5
TANGIR_SHINA,,shin1264,xd657,Ee5
HARBAN_SHINA,,shin1264,xd657,Ee5
DAREL_SHINA,,shin1264,xd657,Ee5
JELIL_CHILAS_SHINA,,shin1264,xd657,Ee5
KHINAR_CHILAS_SHINA,,shin1264,xd657,Ee5
PALAS_SHINA,,shin1264,xd657,Ee5
JALKOT_SHINA,,shin1264,xd657,Ee5
KOLAI_SHINA,,shin1264,xd657,Ee5
GILGIT_SHINA,,shin1264,xd657,Ee5
CHALT_SHINA,,shin1264,xd657,Ee5
NAGAR_SHINA,,shin1264,xd657,Ee5
HUNZA_SHINA,,shin1264,xd657,Ee5
BAGROT_SHINA,,shin1264,xd657,Ee5
