Vars	Value_cfx
abkh1242 - atla1278	1.6884326594860737
nucl1708 - atla1278	0.7558587510602197
sino1245 - atla1278	0.25287135830446533
maya1287 - atla1278	1.0041182051797048
aust1307 - atla1278	0.23775238406263688
jiva1245 - atla1278	1.7568172719202504
nilo1247 - atla1278	0.7868680056991731
afro1255 - atla1278	0.1614562747333788
nucl1709 - atla1278	0.4915042603645112
nakh1245 - atla1278	1.061562559072803
paho1240 - atla1278	2.6943537780546545
aust1305 - atla1278	0.27196256375168293
taik1256 - atla1278	0.8788746954297237
tupi1275 - atla1278	0.8926814840946721
musk1252 - atla1278	1.7444549697785154
otom1299 - atla1278	0.6319514693784539
eski1264 - atla1278	2.3839905420657637
drav1251 - atla1278	1.0623771287177146
pano1259 - atla1278	0.9094561416953445
goil1242 - atla1278	1.649737052624471
west2434 - atla1278	1.8184142427657297
indo1319 - atla1278	0.3057155312669468
nucl1710 - atla1278	1.1320380213767203
araw1281 - atla1278	2.247748174494325
algi1248 - atla1278	1.0483340323774397
chib1249 - atla1278	0.9647184800755555
siou1252 - atla1278	2.0253344660808503
quec1387 - atla1278	1.4705417062456432
atha1245 - atla1278	1.2851501449471348
cent2225 - atla1278	0.3276819506457323
turk1311 - atla1278	1.2406951116248748
sali1255 - atla1278	1.422373220185857
dogo1299 - atla1278	1.1105249417345033
hmon1336 - atla1278	1.0461151896152938
mong1349 - atla1278	1.4146530342958177
gong1255 - atla1278	1.0326852821211687
mand1469 - atla1278	1.1195988063530113
utoa1244 - atla1278	0.5730617922866751
saha1256 - atla1278	1.7230126375248969
japo1237 - atla1278	1.6047796814840687
miwo1274 - atla1278	2.1035862502417157
ayma1253 - atla1278	2.3479934390878445
ural1272 - atla1278	0.7293198731431513
iroq1247 - atla1278	2.4274675517292947
tuca1253 - atla1278	1.6471723013006794
araw1282 - atla1278	2.14735512451772
narr1279 - atla1278	0.7938853696431819
pama1250 - atla1278	0.6036157455026614
mirn1241 - atla1278	2.9523811455283306
choc1280 - atla1278	1.696760426065319
