Label	V1	V2	Language_ID	level	Family_ID	Name	Macroarea	americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	abaz1241	language	abkh1242	Abaza	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	abkh1244	language	abkh1242	Abkhaz	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	adha1238	language	indo1319	Adhari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	adyg1241	language	abkh1242	Adyghe	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	afta1234	dialect	indo1319	Aftari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	aghu1253	language	nakh1245	Aghul	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	aghw1237	language	nakh1245	Aghwan	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	aima1241	language	indo1319	Aimaq	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	akhv1239	language	nakh1245	Akhvakh	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	akka1240	language	afro1255	Akkadian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	alab1256	dialect	turk1311	Alabugat Tatar	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	alsa1242	language	sign1238	Al-Sayyid Bedouin Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	alvi1241	language	indo1319	Alviri-Vidari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	amor1239	language	afro1255	Amorite	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	anat1259	dialect	turk1311	Anatolian Turkish	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	anci1244	language	afro1255	Ancient Hebrew	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	anci1245	language	afro1255	Ancient North Arabian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	andi1255	language	nakh1245	Andi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	arab1399	language	sign1238	Arab El-Naim Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	arch1244	language	nakh1245	Archi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	arme1259	language	sign1238	Armenian Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	asht1244	language	indo1319	Ashtiani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	assy1241	language	afro1255	Assyrian Neo-Aramaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	avar1256	language	nakh1245	Avar	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	aves1237	language	indo1319	Avestan	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	bact1239	language	indo1319	Bactrian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	bagv1239	language	nakh1245	Bagvalal	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	baha1259	language	afro1255	Baharna Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	baje1238	language	indo1319	Bajelani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	bakh1245	language	indo1319	Bakhtiari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	barz1241	language	afro1255	Barzani Jewish Neo-Aramaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	bash1263	language	indo1319	Bashkardi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	bath1244	language	afro1255	Bathari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	bats1242	language	nakh1245	Bats	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	bezh1248	language	nakh1245	Bezhta	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	boht1238	language	afro1255	Gardabani Bohtan Neo-Aramaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	botl1242	language	nakh1245	Botlikh	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	brah1256	language	drav1251	Brahui	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	budu1248	language	nakh1245	Budukh	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	capp1239	language	indo1319	Cappadocian Greek	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	cent1972	language	indo1319	Central Kurdish	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	cent1973	language	indo1319	Central Pashto	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	cent2319	language	sign1238	Central Taurus Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	chag1247	language	turk1311	Chagatai	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	chal1275	language	afro1255	Chaldean Neo-Aramaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	cham1309	language	nakh1245	Chamalal	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	chec1245	language	nakh1245	Chechen	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	chir1284	language	nakh1245	Chirag	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	clas1249	language	indo1319	Classical-Middle Armenian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	clas1252	language	afro1255	Classical Syriac	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	clas1253	language	afro1255	Classical Mandaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	cune1239	language	indo1319	Cuneiform Luwian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	cypr1248	language	afro1255	Cypriot Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	cypr1249	language	indo1319	Cypriot Greek	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	darg1241	language	nakh1245	North-Central Dargwa	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	dari1249	language	indo1319	Dari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	dehw1238	language	indo1319	Dehwari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	dezf1238	language	indo1319	Dezfuli-Shushtari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	dhof1235	language	afro1255	Dhofari Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	dido1241	language	nakh1245	Tsez	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	digo1242	language	indo1319	Digor Ossetian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	diml1238	language	indo1319	Dimli	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	doma1258	language	indo1319	Domari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	east2690	language	afro1255	Eastern Egyptian Bedawi Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	ebla1238	language	afro1255	Eblaite	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	einm1234	language	sign1238	Ein Mahal Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	elam1244	language	Isolate	Elamite	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	esht1238	language	indo1319	Eshtehardi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	eteo1240	language	uncl1493	Eteocypriot	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	faif1234	language	afro1255	Faifi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	farv1234	dialect	indo1319	Farvi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	gala1252	language	indo1319	Galatian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	gazi1243	language	indo1319	Gazic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	geor1254	language	sign1238	Georgian Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	ghod1238	language	nakh1245	Godoberi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	gila1241	language	indo1319	Gilaki	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	goza1238	language	indo1319	Alamuti	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	gulf1241	language	afro1255	Gulf Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	gura1251	language	indo1319	Gurani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	gurg1241	language	indo1319	Gurgani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hadr1235	language	afro1255	Hadrami	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hadr1236	language	afro1255	Hadrami Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hars1241	language	afro1255	Harsusi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	harz1239	language	indo1319	Harzani-Kilit	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hatt1246	language	Isolate	Hattic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	haza1239	language	indo1319	Hazaragi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hebr1245	language	afro1255	Modern Hebrew	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hert1241	language	afro1255	Hertevin	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hier1240	language	indo1319	Hieroglyphic Luwian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hija1235	language	afro1255	Hijazi Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hinu1240	language	nakh1245	Hinuq	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hitt1242	language	indo1319	Hittite	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hoby1242	language	afro1255	Hobyót	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	homs1234	language	indo1319	Western Armenian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hula1244	language	afro1255	Hulaulá	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hunz1247	language	nakh1245	Hunzib	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	hurr1240	language	hurr1239	Hurrian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	impe1235	language	afro1255	Imperial Aramaic (700-300 BCE)	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	ingu1240	language	nakh1245	Ingush	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	iraq1246	language	sign1238	Iraqi Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	iron1242	language	indo1319	Iron Ossetian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	isra1236	language	sign1238	Israeli Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jaba1234	language	afro1255	Jabal Razih	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jadg1238	language	indo1319	Jadgali	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jewi1240	language	afro1255	Jewish Babylonian Aramaic (ca. 200-1200 CE)	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jord1238	language	sign1238	Levantine Arabic Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jord1239	language	pidg1258	Jordanian Bengali Pidgin Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jows1234	dialect	indo1319	Jowshaqani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1256	language	indo1319	Judeo-Tat	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1257	language	indo1319	Judeo-Persian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1258	dialect	kart1248	Judeo-Georgian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1263	language	afro1255	Judeo-Tunisian Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1264	language	afro1255	Judeo-Tripolitanian Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1266	language	afro1255	Judeo-Iraqi Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1267	language	afro1255	Judeo-Yemeni Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1268	language	indo1319	Judeo-Hamadani-Borujerdi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1271	dialect	indo1319	Judeo-Hamadani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	jude1276	dialect	indo1319	Judeo-Isfahani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kaba1276	language	indo1319	Kabatei	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kaba1278	language	abkh1242	Kabardian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kafr1234	language	sign1238	Kafr Qasem Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kaja1247	language	indo1319	Kajali	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kajt1238	language	nakh1245	Kajtak	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kara1465	language	turk1311	Karachay-Balkar	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kara1474	language	nakh1245	Karata-Tukita	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kari1303	language	indo1319	Karingani-Kalasuri-Khoynarudi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kash1276	dialect	indo1319	Judeo-Kashani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kavi1234	language	indo1319	Kavir	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kesh1234	dialect	indo1319	Kesha'i	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khal1270	language	book1242	Khalaj	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khet1238	language	indo1319	Khetrani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khin1240	language	nakh1245	Khinalug	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khoi1250	language	indo1319	Kho'ini	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khol1241	language	indo1319	Kholosi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khor1269	language	turk1311	Khorasan Turkic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khor1274	language	afro1255	Khorasan Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khun1255	language	indo1319	Khunsaric	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	khva1239	language	nakh1245	Khwarshi-Inkhoqwari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kirm1248	language	indo1319	Kirmanjki	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kore1279	language	indo1319	Karanic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	koro1296	language	indo1319	Koroshi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	koys1242	language	afro1255	Koy Sanjaq Jewish Neo-Aramaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	krym1236	language	turk1311	Krymchak	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kryt1240	language	nakh1245	Kryz	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kuba1248	language	nakh1245	Kubachi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kuhp1234	dialect	indo1319	Kuhpa'i	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kumy1244	language	turk1311	Kumyk	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kurd1260	language	sign1238	Kurdish Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	kuwa1252	language	sign1238	Kuwaiti Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	laki1244	language	indo1319	Laki	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lakk1252	language	nakh1245	Lak	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lari1253	language	indo1319	Larestani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lasg1238	language	indo1319	Lasgerdi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	late1255	language	afro1255	Late Palestinian Aramaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lazz1240	language	kart1248	Laz	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lezg1247	language	nakh1245	Lezgian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lish1245	language	afro1255	Lishanid Noshan	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lish1246	language	afro1255	Lishán Didán	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lish1247	language	afro1255	Lishana Deni	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	loma1235	language	spee1234	Lomavren	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	luwa1238	language	indo1319	Luwati	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lyci1241	language	indo1319	Lycian A	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	lydi1241	language	indo1319	Lydian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	mala1431	language	book1242	Malakhel	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	mara1373	language	indo1319	Maraghei	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	mard1245	language	sign1238	Mardin Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	maza1291	language	indo1319	Mazanderani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	medi1251	language	indo1319	Medieval Greek	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	mehr1241	language	afro1255	Mehri	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	meso1252	language	afro1255	Gilit Mesopotamian Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	meym1234	dialect	indo1319	Meyma'i	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	midd1366	language	afro1255	Middle Aramaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	mily1238	language	indo1319	Milyan	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	mina1279	language	afro1255	Minaean	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	ming1252	language	kart1248	Mingrelian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	mlah1239	language	afro1255	Mlahsô	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	mogh1245	language	mong1349	Mogholi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	musl1236	language	indo1319	Muslim Tat	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	najd1235	language	afro1255	Najdi Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nata1252	language	indo1319	Natanzic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nayi1242	language	indo1319	Nayinic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	noga1249	language	turk1311	Nogai	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nort2640	language	book1242	Northwestern Fars	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nort2641	language	indo1319	Northern Kurdish	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nort2645	language	indo1319	Northern Luri	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nort2697	language	turk1311	North Azerbaijani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nort3139	language	afro1255	North Levantine Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nort3142	language	afro1255	North Mesopotamian Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nucl1235	language	indo1319	Eastern Armenian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nucl1301	language	turk1311	Turkish	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nucl1302	language	kart1248	Georgian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	nucl1706	language	afro1255	Neo-Mandaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	olda1245	language	afro1255	Old Aramaic-Sam'alian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	oldg1234	language	kart1248	Old Georgian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	oldp1254	language	indo1319	Old Persian (ca. 600-400 B.C.)	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	oldt1247	language	book1242	Old Turkish	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	oman1239	language	afro1255	Omani Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	ormu1247	language	indo1319	Ormuri	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	osse1243	family	indo1319	Modern Ossetic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	pahl1241	language	indo1319	Pahlavi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	pala1331	language	indo1319	Palaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	pars1252	language	book1242	Parsi-Dari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	part1239	language	indo1319	Parthian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	pers1244	language	sign1238	Zaban Eshareh Irani	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	phoe1239	language	afro1255	Phoenician	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	phry1239	language	indo1319	Phrygian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	pisi1234	language	indo1319	Pisidian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	pont1253	language	indo1319	Pontic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	qahv1234	language	sign1238	Qahvehkhaneh Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	qash1240	language	turk1311	Qashqa'i	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	qata1238	language	afro1255	Qatabanian	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	raza1238	language	indo1319	Razajerdi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	rudb1238	language	indo1319	Rudbari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	rutu1240	language	nakh1245	Rutul	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	saba1279	language	afro1255	Sabaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	salc1238	language	turk1311	Salchuq	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	sama1313	language	afro1255	Samaritan	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	sama1314	dialect	afro1255	Samaritan Aramaic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	sana1295	language	afro1255	Sanaani Arabic	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	sang1315	language	indo1319	Sangisari	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	sarl1241	dialect	indo1319	Sarli	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	saud1238	language	sign1238	Saudi Arabian Sign Language	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	semn1249	language	indo1319	Semnani-Biyabuneki	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	sena1268	dialect	afro1255	Senaya	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	shab1251	language	indo1319	Shabaki	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	shah1253	language	indo1319	Shahmirzadi	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	shah1254	language	indo1319	Shahrudi-Southern Talysh	Eurasia	not americas
Greater Mesopotamia	0.06104167206270504	-0.0861976869227632	sheh1240	language	afro1255	Jibbali	Eurasia	not americas
